geometry_id,layer_type,wkt,sa2_code,sa2_name,year,floor_index,building_category,consents_total,polygon_fill_color_hex,polygon_line_color_hex,polygon_line_width_m,polygon_extrude_elevation_m,base_elevation_m,valid_from,valid_to,timestamp,tooltip_html
tower_179901_2022,polygon,"POLYGON Z ((175.308711 -37.786594 360.0, 175.310302 -37.786594 360.0, 175.310302 -37.785336 360.0, 175.308711 -37.785336 360.0, 175.308711 -37.786594 360.0))",179901,Greensboro,2022,3,Houses,53,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Greensboro</strong><br><span>Year: 2022</span><br><span>Consents issued: 53</span><br><span>Dominant type: Houses</span></div>
tower_179901_2023,polygon,"POLYGON Z ((175.308711 -37.786594 480.0, 175.310302 -37.786594 480.0, 175.310302 -37.785336 480.0, 175.308711 -37.785336 480.0, 175.308711 -37.786594 480.0))",179901,Greensboro,2023,4,Townhouses,55,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Greensboro</strong><br><span>Year: 2023</span><br><span>Consents issued: 55</span><br><span>Dominant type: Townhouses</span></div>
tower_178800_2019,polygon,"POLYGON Z ((175.249547 -37.798882 0.0, 175.251138 -37.798882 0.0, 175.251138 -37.797624 0.0, 175.249547 -37.797624 0.0, 175.249547 -37.798882 0.0))",178800,Kahikatea,2019,0,Houses,42,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Kahikatea</strong><br><span>Year: 2019</span><br><span>Consents issued: 42</span><br><span>Dominant type: Houses</span></div>
tower_178800_2020,polygon,"POLYGON Z ((175.249547 -37.798882 120.0, 175.251138 -37.798882 120.0, 175.251138 -37.797624 120.0, 175.249547 -37.797624 120.0, 175.249547 -37.798882 120.0))",178800,Kahikatea,2020,1,Houses,45,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Kahikatea</strong><br><span>Year: 2020</span><br><span>Consents issued: 45</span><br><span>Dominant type: Houses</span></div>
tower_178800_2021,polygon,"POLYGON Z ((175.249547 -37.798882 240.0, 175.251138 -37.798882 240.0, 175.251138 -37.797624 240.0, 175.249547 -37.797624 240.0, 175.249547 -37.798882 240.0))",178800,Kahikatea,2021,2,Houses,58,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Kahikatea</strong><br><span>Year: 2021</span><br><span>Consents issued: 58</span><br><span>Dominant type: Houses</span></div>
tower_178800_2022,polygon,"POLYGON Z ((175.249547 -37.798882 360.0, 175.251138 -37.798882 360.0, 175.251138 -37.797624 360.0, 175.249547 -37.797624 360.0, 175.249547 -37.798882 360.0))",178800,Kahikatea,2022,3,Houses,63,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Kahikatea</strong><br><span>Year: 2022</span><br><span>Consents issued: 63</span><br><span>Dominant type: Houses</span></div>
tower_178800_2023,polygon,"POLYGON Z ((175.249547 -37.798882 480.0, 175.251138 -37.798882 480.0, 175.251138 -37.797624 480.0, 175.249547 -37.797624 480.0, 175.249547 -37.798882 480.0))",178800,Kahikatea,2023,4,Townhouses,69,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Kahikatea</strong><br><span>Year: 2023</span><br><span>Consents issued: 69</span><br><span>Dominant type: Townhouses</span></div>
tower_176700_2019,polygon,"POLYGON Z ((175.283039 -37.736596 0.0, 175.284629 -37.736596 0.0, 175.284629 -37.735339 0.0, 175.283039 -37.735339 0.0, 175.283039 -37.736596 0.0))",176700,St James,2019,0,Houses,22,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>St James</strong><br><span>Year: 2019</span><br><span>Consents issued: 22</span><br><span>Dominant type: Houses</span></div>
tower_176700_2020,polygon,"POLYGON Z ((175.283039 -37.736596 120.0, 175.284629 -37.736596 120.0, 175.284629 -37.735339 120.0, 175.283039 -37.735339 120.0, 175.283039 -37.736596 120.0))",176700,St James,2020,1,Houses,21,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>St James</strong><br><span>Year: 2020</span><br><span>Consents issued: 21</span><br><span>Dominant type: Houses</span></div>
tower_176700_2021,polygon,"POLYGON Z ((175.283039 -37.736596 240.0, 175.284629 -37.736596 240.0, 175.284629 -37.735339 240.0, 175.283039 -37.735339 240.0, 175.283039 -37.736596 240.0))",176700,St James,2021,2,Houses,27,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>St James</strong><br><span>Year: 2021</span><br><span>Consents issued: 27</span><br><span>Dominant type: Houses</span></div>
tower_176700_2022,polygon,"POLYGON Z ((175.283039 -37.736596 360.0, 175.284629 -37.736596 360.0, 175.284629 -37.735339 360.0, 175.283039 -37.735339 360.0, 175.283039 -37.736596 360.0))",176700,St James,2022,3,Houses,32,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>St James</strong><br><span>Year: 2022</span><br><span>Consents issued: 32</span><br><span>Dominant type: Houses</span></div>
tower_176700_2023,polygon,"POLYGON Z ((175.283039 -37.736596 480.0, 175.284629 -37.736596 480.0, 175.284629 -37.735339 480.0, 175.283039 -37.735339 480.0, 175.283039 -37.736596 480.0))",176700,St James,2023,4,Houses,37,#2c7fb8cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>St James</strong><br><span>Year: 2023</span><br><span>Consents issued: 37</span><br><span>Dominant type: Houses</span></div>
tower_177100_2019,polygon,"POLYGON Z ((175.226208 -37.780882 0.0, 175.227799 -37.780882 0.0, 175.227799 -37.779624 0.0, 175.226208 -37.779624 0.0, 175.226208 -37.780882 0.0))",177100,Nawton West,2019,0,Houses,13,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Nawton West</strong><br><span>Year: 2019</span><br><span>Consents issued: 13</span><br><span>Dominant type: Houses</span></div>
tower_177100_2020,polygon,"POLYGON Z ((175.226208 -37.780882 120.0, 175.227799 -37.780882 120.0, 175.227799 -37.779624 120.0, 175.226208 -37.779624 120.0, 175.226208 -37.780882 120.0))",177100,Nawton West,2020,1,Houses,16,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Nawton West</strong><br><span>Year: 2020</span><br><span>Consents issued: 16</span><br><span>Dominant type: Houses</span></div>
tower_177100_2021,polygon,"POLYGON Z ((175.226208 -37.780882 240.0, 175.227799 -37.780882 240.0, 175.227799 -37.779624 240.0, 175.226208 -37.779624 240.0, 175.226208 -37.780882 240.0))",177100,Nawton West,2021,2,Houses,17,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Nawton West</strong><br><span>Year: 2021</span><br><span>Consents issued: 17</span><br><span>Dominant type: Houses</span></div>
tower_177100_2022,polygon,"POLYGON Z ((175.226208 -37.780882 360.0, 175.227799 -37.780882 360.0, 175.227799 -37.779624 360.0, 175.226208 -37.779624 360.0, 175.226208 -37.780882 360.0))",177100,Nawton West,2022,3,Houses,22,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Nawton West</strong><br><span>Year: 2022</span><br><span>Consents issued: 22</span><br><span>Dominant type: Houses</span></div>
tower_177100_2023,polygon,"POLYGON Z ((175.226208 -37.780882 480.0, 175.227799 -37.780882 480.0, 175.227799 -37.779624 480.0, 175.226208 -37.779624 480.0, 175.226208 -37.780882 480.0))",177100,Nawton West,2023,4,Houses,23,#2c7fb8cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Nawton West</strong><br><span>Year: 2023</span><br><span>Consents issued: 23</span><br><span>Dominant type: Houses</span></div>
tower_175301_2019,polygon,"POLYGON Z ((175.235929 -37.722116 0.0, 175.237519 -37.722116 0.0, 175.237519 -37.720858 0.0, 175.235929 -37.720858 0.0, 175.235929 -37.722116 0.0))",175301,Flagstaff North West,2019,0,Houses,35,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Flagstaff North West</strong><br><span>Year: 2019</span><br><span>Consents issued: 35</span><br><span>Dominant type: Houses</span></div>
tower_175301_2020,polygon,"POLYGON Z ((175.235929 -37.722116 120.0, 175.237519 -37.722116 120.0, 175.237519 -37.720858 120.0, 175.235929 -37.720858 120.0, 175.235929 -37.722116 120.0))",175301,Flagstaff North West,2020,1,Houses,43,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Flagstaff North West</strong><br><span>Year: 2020</span><br><span>Consents issued: 43</span><br><span>Dominant type: Houses</span></div>
tower_175301_2021,polygon,"POLYGON Z ((175.235929 -37.722116 240.0, 175.237519 -37.722116 240.0, 175.237519 -37.720858 240.0, 175.235929 -37.720858 240.0, 175.235929 -37.722116 240.0))",175301,Flagstaff North West,2021,2,Houses,53,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Flagstaff North West</strong><br><span>Year: 2021</span><br><span>Consents issued: 53</span><br><span>Dominant type: Houses</span></div>
tower_175301_2022,polygon,"POLYGON Z ((175.235929 -37.722116 360.0, 175.237519 -37.722116 360.0, 175.237519 -37.720858 360.0, 175.235929 -37.720858 360.0, 175.235929 -37.722116 360.0))",175301,Flagstaff North West,2022,3,Townhouses,65,#7fbc41cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Flagstaff North West</strong><br><span>Year: 2022</span><br><span>Consents issued: 65</span><br><span>Dominant type: Townhouses</span></div>
tower_175301_2023,polygon,"POLYGON Z ((175.235929 -37.722116 480.0, 175.237519 -37.722116 480.0, 175.237519 -37.720858 480.0, 175.235929 -37.720858 480.0, 175.235929 -37.722116 480.0))",175301,Flagstaff North West,2023,4,Townhouses,77,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Flagstaff North West</strong><br><span>Year: 2023</span><br><span>Consents issued: 77</span><br><span>Dominant type: Townhouses</span></div>
tower_179401_2019,polygon,"POLYGON Z ((175.282005 -37.789688 0.0, 175.283597 -37.789688 0.0, 175.283597 -37.788431 0.0, 175.282005 -37.788431 0.0, 175.282005 -37.789688 0.0))",179401,Hamilton Central,2019,0,Houses,31,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Hamilton Central</strong><br><span>Year: 2019</span><br><span>Consents issued: 31</span><br><span>Dominant type: Houses</span></div>
tower_179401_2020,polygon,"POLYGON Z ((175.282005 -37.789688 120.0, 175.283597 -37.789688 120.0, 175.283597 -37.788431 120.0, 175.282005 -37.788431 120.0, 175.282005 -37.789688 120.0))",179401,Hamilton Central,2020,1,Houses,37,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Hamilton Central</strong><br><span>Year: 2020</span><br><span>Consents issued: 37</span><br><span>Dominant type: Houses</span></div>
tower_179401_2021,polygon,"POLYGON Z ((175.282005 -37.789688 240.0, 175.283597 -37.789688 240.0, 175.283597 -37.788431 240.0, 175.282005 -37.788431 240.0, 175.282005 -37.789688 240.0))",179401,Hamilton Central,2021,2,Houses,47,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Hamilton Central</strong><br><span>Year: 2021</span><br><span>Consents issued: 47</span><br><span>Dominant type: Houses</span></div>
tower_179401_2022,polygon,"POLYGON Z ((175.282005 -37.789688 360.0, 175.283597 -37.789688 360.0, 175.283597 -37.788431 360.0, 175.282005 -37.788431 360.0, 175.282005 -37.789688 360.0))",179401,Hamilton Central,2022,3,Houses,55,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Hamilton Central</strong><br><span>Year: 2022</span><br><span>Consents issued: 55</span><br><span>Dominant type: Houses</span></div>
tower_179401_2023,polygon,"POLYGON Z ((175.282005 -37.789688 480.0, 175.283597 -37.789688 480.0, 175.283597 -37.788431 480.0, 175.282005 -37.788431 480.0, 175.282005 -37.789688 480.0))",179401,Hamilton Central,2023,4,Townhouses,66,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Hamilton Central</strong><br><span>Year: 2023</span><br><span>Consents issued: 66</span><br><span>Dominant type: Townhouses</span></div>
tower_180000_2019,polygon,"POLYGON Z ((175.302383 -37.791810 0.0, 175.303974 -37.791810 0.0, 175.303974 -37.790553 0.0, 175.302383 -37.790553 0.0, 175.302383 -37.791810 0.0))",180000,Hamilton East Cook,2019,0,Houses,32,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Hamilton East Cook</strong><br><span>Year: 2019</span><br><span>Consents issued: 32</span><br><span>Dominant type: Houses</span></div>
tower_180000_2020,polygon,"POLYGON Z ((175.302383 -37.791810 120.0, 175.303974 -37.791810 120.0, 175.303974 -37.790553 120.0, 175.302383 -37.790553 120.0, 175.302383 -37.791810 120.0))",180000,Hamilton East Cook,2020,1,Houses,43,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Hamilton East Cook</strong><br><span>Year: 2020</span><br><span>Consents issued: 43</span><br><span>Dominant type: Houses</span></div>
tower_180000_2021,polygon,"POLYGON Z ((175.302383 -37.791810 240.0, 175.303974 -37.791810 240.0, 175.303974 -37.790553 240.0, 175.302383 -37.790553 240.0, 175.302383 -37.791810 240.0))",180000,Hamilton East Cook,2021,2,Houses,47,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Hamilton East Cook</strong><br><span>Year: 2021</span><br><span>Consents issued: 47</span><br><span>Dominant type: Houses</span></div>
tower_180000_2022,polygon,"POLYGON Z ((175.302383 -37.791810 360.0, 175.303974 -37.791810 360.0, 175.303974 -37.790553 360.0, 175.302383 -37.790553 360.0, 175.302383 -37.791810 360.0))",180000,Hamilton East Cook,2022,3,Houses,62,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Hamilton East Cook</strong><br><span>Year: 2022</span><br><span>Consents issued: 62</span><br><span>Dominant type: Houses</span></div>
tower_180000_2023,polygon,"POLYGON Z ((175.302383 -37.791810 480.0, 175.303974 -37.791810 480.0, 175.303974 -37.790553 480.0, 175.302383 -37.790553 480.0, 175.302383 -37.791810 480.0))",180000,Hamilton East Cook,2023,4,Townhouses,67,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Hamilton East Cook</strong><br><span>Year: 2023</span><br><span>Consents issued: 67</span><br><span>Dominant type: Townhouses</span></div>
tower_178202_2019,polygon,"POLYGON Z ((175.285073 -37.771016 0.0, 175.286664 -37.771016 0.0, 175.286664 -37.769759 0.0, 175.285073 -37.769759 0.0, 175.285073 -37.771016 0.0))",178202,Fairfield South (Hamilton City),2019,0,Houses,43,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Fairfield South (Hamilton City)</strong><br><span>Year: 2019</span><br><span>Consents issued: 43</span><br><span>Dominant type: Houses</span></div>
tower_178202_2020,polygon,"POLYGON Z ((175.285073 -37.771016 120.0, 175.286664 -37.771016 120.0, 175.286664 -37.769759 120.0, 175.285073 -37.769759 120.0, 175.285073 -37.771016 120.0))",178202,Fairfield South (Hamilton City),2020,1,Houses,47,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Fairfield South (Hamilton City)</strong><br><span>Year: 2020</span><br><span>Consents issued: 47</span><br><span>Dominant type: Houses</span></div>
tower_178202_2021,polygon,"POLYGON Z ((175.285073 -37.771016 240.0, 175.286664 -37.771016 240.0, 175.286664 -37.769759 240.0, 175.285073 -37.769759 240.0, 175.285073 -37.771016 240.0))",178202,Fairfield South (Hamilton City),2021,2,Houses,51,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Fairfield South (Hamilton City)</strong><br><span>Year: 2021</span><br><span>Consents issued: 51</span><br><span>Dominant type: Houses</span></div>
tower_178202_2022,polygon,"POLYGON Z ((175.285073 -37.771016 360.0, 175.286664 -37.771016 360.0, 175.286664 -37.769759 360.0, 175.285073 -37.769759 360.0, 175.285073 -37.771016 360.0))",178202,Fairfield South (Hamilton City),2022,3,Houses,55,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Fairfield South (Hamilton City)</strong><br><span>Year: 2022</span><br><span>Consents issued: 55</span><br><span>Dominant type: Houses</span></div>
tower_178202_2023,polygon,"POLYGON Z ((175.285073 -37.771016 480.0, 175.286664 -37.771016 480.0, 175.286664 -37.769759 480.0, 175.285073 -37.769759 480.0, 175.285073 -37.771016 480.0))",178202,Fairfield South (Hamilton City),2023,4,Townhouses,64,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Fairfield South (Hamilton City)</strong><br><span>Year: 2023</span><br><span>Consents issued: 64</span><br><span>Dominant type: Townhouses</span></div>
tower_177000_2019,polygon,"POLYGON Z ((175.226477 -37.786212 0.0, 175.228069 -37.786212 0.0, 175.228069 -37.784954 0.0, 175.226477 -37.784954 0.0, 175.226477 -37.786212 0.0))",177000,Western Heights (Hamilton City),2019,0,Houses,17,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Western Heights (Hamilton City)</strong><br><span>Year: 2019</span><br><span>Consents issued: 17</span><br><span>Dominant type: Houses</span></div>
tower_177000_2020,polygon,"POLYGON Z ((175.226477 -37.786212 120.0, 175.228069 -37.786212 120.0, 175.228069 -37.784954 120.0, 175.226477 -37.784954 120.0, 175.226477 -37.786212 120.0))",177000,Western Heights (Hamilton City),2020,1,Houses,22,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Western Heights (Hamilton City)</strong><br><span>Year: 2020</span><br><span>Consents issued: 22</span><br><span>Dominant type: Houses</span></div>
tower_177000_2021,polygon,"POLYGON Z ((175.226477 -37.786212 240.0, 175.228069 -37.786212 240.0, 175.228069 -37.784954 240.0, 175.226477 -37.784954 240.0, 175.226477 -37.786212 240.0))",177000,Western Heights (Hamilton City),2021,2,Houses,31,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Western Heights (Hamilton City)</strong><br><span>Year: 2021</span><br><span>Consents issued: 31</span><br><span>Dominant type: Houses</span></div>
tower_177000_2022,polygon,"POLYGON Z ((175.226477 -37.786212 360.0, 175.228069 -37.786212 360.0, 175.228069 -37.784954 360.0, 175.226477 -37.784954 360.0, 175.226477 -37.786212 360.0))",177000,Western Heights (Hamilton City),2022,3,Houses,36,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Western Heights (Hamilton City)</strong><br><span>Year: 2022</span><br><span>Consents issued: 36</span><br><span>Dominant type: Houses</span></div>
tower_177000_2023,polygon,"POLYGON Z ((175.226477 -37.786212 480.0, 175.228069 -37.786212 480.0, 175.228069 -37.784954 480.0, 175.226477 -37.784954 480.0, 175.226477 -37.786212 480.0))",177000,Western Heights (Hamilton City),2023,4,Houses,41,#2c7fb8cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Western Heights (Hamilton City)</strong><br><span>Year: 2023</span><br><span>Consents issued: 41</span><br><span>Dominant type: Houses</span></div>
tower_177300_2019,polygon,"POLYGON Z ((175.277263 -37.753615 0.0, 175.278854 -37.753615 0.0, 175.278854 -37.752358 0.0, 175.277263 -37.752358 0.0, 175.277263 -37.753615 0.0))",177300,Chartwell,2019,0,Houses,41,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Chartwell</strong><br><span>Year: 2019</span><br><span>Consents issued: 41</span><br><span>Dominant type: Houses</span></div>
tower_177300_2020,polygon,"POLYGON Z ((175.277263 -37.753615 120.0, 175.278854 -37.753615 120.0, 175.278854 -37.752358 120.0, 175.277263 -37.752358 120.0, 175.277263 -37.753615 120.0))",177300,Chartwell,2020,1,Houses,57,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Chartwell</strong><br><span>Year: 2020</span><br><span>Consents issued: 57</span><br><span>Dominant type: Houses</span></div>
tower_177300_2021,polygon,"POLYGON Z ((175.277263 -37.753615 240.0, 175.278854 -37.753615 240.0, 175.278854 -37.752358 240.0, 175.277263 -37.752358 240.0, 175.277263 -37.753615 240.0))",177300,Chartwell,2021,2,Houses,66,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Chartwell</strong><br><span>Year: 2021</span><br><span>Consents issued: 66</span><br><span>Dominant type: Houses</span></div>
tower_177300_2022,polygon,"POLYGON Z ((175.277263 -37.753615 360.0, 175.278854 -37.753615 360.0, 175.278854 -37.752358 360.0, 175.277263 -37.752358 360.0, 175.277263 -37.753615 360.0))",177300,Chartwell,2022,3,Houses,78,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Chartwell</strong><br><span>Year: 2022</span><br><span>Consents issued: 78</span><br><span>Dominant type: Houses</span></div>
tower_177300_2023,polygon,"POLYGON Z ((175.277263 -37.753615 480.0, 175.278854 -37.753615 480.0, 175.278854 -37.752358 480.0, 175.277263 -37.752358 480.0, 175.277263 -37.753615 480.0))",177300,Chartwell,2023,4,Houses,87,#2c7fb8cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Chartwell</strong><br><span>Year: 2023</span><br><span>Consents issued: 87</span><br><span>Dominant type: Houses</span></div>
tower_175700_2019,polygon,"POLYGON Z ((175.234566 -37.740685 0.0, 175.236156 -37.740685 0.0, 175.236156 -37.739427 0.0, 175.234566 -37.739427 0.0, 175.234566 -37.740685 0.0))",175700,Pukete West,2019,0,Houses,42,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Pukete West</strong><br><span>Year: 2019</span><br><span>Consents issued: 42</span><br><span>Dominant type: Houses</span></div>
tower_175700_2020,polygon,"POLYGON Z ((175.234566 -37.740685 120.0, 175.236156 -37.740685 120.0, 175.236156 -37.739427 120.0, 175.234566 -37.739427 120.0, 175.234566 -37.740685 120.0))",175700,Pukete West,2020,1,Houses,50,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Pukete West</strong><br><span>Year: 2020</span><br><span>Consents issued: 50</span><br><span>Dominant type: Houses</span></div>
tower_175700_2021,polygon,"POLYGON Z ((175.234566 -37.740685 240.0, 175.236156 -37.740685 240.0, 175.236156 -37.739427 240.0, 175.234566 -37.739427 240.0, 175.234566 -37.740685 240.0))",175700,Pukete West,2021,2,Houses,54,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Pukete West</strong><br><span>Year: 2021</span><br><span>Consents issued: 54</span><br><span>Dominant type: Houses</span></div>
tower_175700_2022,polygon,"POLYGON Z ((175.234566 -37.740685 360.0, 175.236156 -37.740685 360.0, 175.236156 -37.739427 360.0, 175.234566 -37.739427 360.0, 175.234566 -37.740685 360.0))",175700,Pukete West,2022,3,Houses,62,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Pukete West</strong><br><span>Year: 2022</span><br><span>Consents issued: 62</span><br><span>Dominant type: Houses</span></div>
tower_175700_2023,polygon,"POLYGON Z ((175.234566 -37.740685 480.0, 175.236156 -37.740685 480.0, 175.236156 -37.739427 480.0, 175.234566 -37.739427 480.0, 175.234566 -37.740685 480.0))",175700,Pukete West,2023,4,Townhouses,67,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Pukete West</strong><br><span>Year: 2023</span><br><span>Consents issued: 67</span><br><span>Dominant type: Townhouses</span></div>
tower_179001_2019,polygon,"POLYGON Z ((175.275551 -37.781824 0.0, 175.277143 -37.781824 0.0, 175.277143 -37.780566 0.0, 175.275551 -37.780566 0.0, 175.275551 -37.781824 0.0))",179001,Kirikiriroa,2019,0,Houses,22,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Kirikiriroa</strong><br><span>Year: 2019</span><br><span>Consents issued: 22</span><br><span>Dominant type: Houses</span></div>
